timestamp,crop_season,air_temp,humidity,solar_rad,precip,soil_temp,soil_moisture,ndvi,ETc,Dr,baseline_ch4_kg_hr,awd_mitigated_ch4_kg_hr,field_name
2020-04-23 09:00:00,Rabi Wheat,23.0,73,1594,0.0,26.8,0.26,0.748,0.099,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 10:00:00,Rabi Wheat,24.7,67,1952,0.0,29.7,0.26,0.748,0.121,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 11:00:00,Rabi Wheat,26.5,61,2177,0.0,32.2,0.26,0.748,0.135,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 12:00:00,Rabi Wheat,28.3,54,2254,0.0,34.3,0.26,0.748,0.14,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 13:00:00,Rabi Wheat,30.0,49,2177,0.0,35.7,0.26,0.748,0.135,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 14:00:00,Rabi Wheat,31.4,44,1952,0.0,36.4,0.26,0.748,0.121,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 15:00:00,Rabi Wheat,32.5,40,1594,0.0,36.3,0.26,0.748,0.099,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 16:00:00,Rabi Wheat,33.2,37,1127,0.0,35.4,0.26,0.748,0.07,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 17:00:00,Rabi Wheat,33.4,36,583,0.0,33.9,0.26,0.748,0.036,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 18:00:00,Rabi Wheat,33.2,37,0,0.0,31.7,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 19:00:00,Rabi Wheat,32.5,40,0,0.0,31.0,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 20:00:00,Rabi Wheat,31.4,44,0,0.0,29.9,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 21:00:00,Rabi Wheat,30.0,49,0,0.0,28.5,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 22:00:00,Rabi Wheat,28.3,54,0,0.0,26.8,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-23 23:00:00,Rabi Wheat,26.5,61,0,0.0,25.0,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 00:00:00,Rabi Wheat,25.2,66,0,0.0,23.7,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 01:00:00,Rabi Wheat,23.4,72,0,0.0,21.9,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 02:00:00,Rabi Wheat,21.9,77,0,0.0,20.4,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 03:00:00,Rabi Wheat,20.7,81,0,0.0,19.2,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 04:00:00,Rabi Wheat,19.9,84,0,0.0,18.4,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 05:00:00,Rabi Wheat,19.7,85,0,0.0,18.2,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 06:00:00,Rabi Wheat,19.9,84,0,0.0,18.4,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 07:00:00,Rabi Wheat,20.7,81,476,0.0,20.8,0.26,0.748,0.036,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 08:00:00,Rabi Wheat,21.9,77,919,0.0,23.4,0.26,0.748,0.07,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 09:00:00,Rabi Wheat,23.4,72,1299,0.0,26.2,0.26,0.748,0.099,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 10:00:00,Rabi Wheat,25.2,66,1591,0.0,29.0,0.26,0.748,0.121,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 11:00:00,Rabi Wheat,27.1,59,1775,0.0,31.6,0.26,0.748,0.135,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 12:00:00,Rabi Wheat,29.1,52,1838,0.0,33.7,0.26,0.748,0.14,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 13:00:00,Rabi Wheat,30.9,46,1775,0.0,35.3,0.26,0.748,0.135,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 14:00:00,Rabi Wheat,32.4,40,1591,0.0,36.2,0.26,0.748,0.121,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 15:00:00,Rabi Wheat,33.6,36,1299,0.0,36.4,0.26,0.748,0.099,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 16:00:00,Rabi Wheat,34.3,34,919,0.0,35.9,0.26,0.748,0.07,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 17:00:00,Rabi Wheat,34.6,33,476,0.0,34.7,0.26,0.748,0.036,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 18:00:00,Rabi Wheat,34.3,34,0,0.0,32.8,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 19:00:00,Rabi Wheat,33.6,36,0,0.0,32.1,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 20:00:00,Rabi Wheat,32.4,40,0,0.0,30.9,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 21:00:00,Rabi Wheat,30.9,46,0,0.0,29.4,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 22:00:00,Rabi Wheat,29.1,52,0,0.0,27.6,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-24 23:00:00,Rabi Wheat,27.1,59,0,0.0,25.6,0.26,0.748,0.0,8.0,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 00:00:00,Rabi Wheat,24.4,75,0,0.0,22.9,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 01:00:00,Rabi Wheat,23.5,78,0,0.0,22.0,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 02:00:00,Rabi Wheat,22.7,81,0,0.0,21.2,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 03:00:00,Rabi Wheat,22.1,83,0,0.0,20.6,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 04:00:00,Rabi Wheat,21.7,85,0,0.0,20.2,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 05:00:00,Rabi Wheat,21.6,85,0,0.0,20.1,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 06:00:00,Rabi Wheat,21.7,85,0,0.0,20.2,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 07:00:00,Rabi Wheat,22.1,83,387,0.0,21.9,0.264,0.749,0.036,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 08:00:00,Rabi Wheat,22.7,81,747,0.0,23.7,0.264,0.749,0.07,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 09:00:00,Rabi Wheat,23.5,78,1057,0.0,25.5,0.264,0.749,0.099,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 10:00:00,Rabi Wheat,24.4,75,1294,0.0,27.2,0.264,0.749,0.121,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 11:00:00,Rabi Wheat,25.4,72,1443,0.0,28.7,0.264,0.749,0.135,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 12:00:00,Rabi Wheat,26.3,69,1494,0.0,29.8,0.264,0.749,0.14,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 13:00:00,Rabi Wheat,27.2,65,1443,0.0,30.5,0.264,0.749,0.135,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 14:00:00,Rabi Wheat,28.0,63,1294,0.1,30.8,0.264,0.749,0.121,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 15:00:00,Rabi Wheat,28.6,61,1057,0.1,30.6,0.264,0.749,0.099,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 16:00:00,Rabi Wheat,29.0,59,747,0.1,30.0,0.264,0.749,0.07,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 17:00:00,Rabi Wheat,29.1,59,387,0.1,28.9,0.264,0.749,0.036,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 18:00:00,Rabi Wheat,29.0,59,0,0.0,27.5,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 19:00:00,Rabi Wheat,28.6,61,0,0.0,27.1,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 20:00:00,Rabi Wheat,28.0,63,0,0.0,26.5,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 21:00:00,Rabi Wheat,27.2,65,0,0.0,25.7,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 22:00:00,Rabi Wheat,26.3,69,0,0.0,24.8,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-25 23:00:00,Rabi Wheat,25.4,72,0,0.0,23.9,0.264,0.749,0.0,7.6,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 00:00:00,Rabi Wheat,23.9,75,0,0.0,22.4,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 01:00:00,Rabi Wheat,23.0,78,0,0.0,21.5,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 02:00:00,Rabi Wheat,22.2,81,0,0.0,20.7,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 03:00:00,Rabi Wheat,21.6,83,0,0.0,20.1,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 04:00:00,Rabi Wheat,21.2,85,0,0.0,19.7,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 05:00:00,Rabi Wheat,21.1,85,0,0.0,19.6,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 06:00:00,Rabi Wheat,21.2,85,0,0.0,19.7,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 07:00:00,Rabi Wheat,21.6,83,526,0.0,21.8,0.262,0.749,0.036,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 08:00:00,Rabi Wheat,22.2,81,1017,0.0,24.1,0.262,0.749,0.07,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 09:00:00,Rabi Wheat,23.0,78,1438,0.0,26.3,0.262,0.749,0.099,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 10:00:00,Rabi Wheat,23.9,75,1762,0.0,28.3,0.262,0.749,0.121,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 11:00:00,Rabi Wheat,24.9,72,1965,0.0,30.0,0.262,0.749,0.135,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 12:00:00,Rabi Wheat,25.9,68,2034,0.0,31.2,0.262,0.749,0.14,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 13:00:00,Rabi Wheat,26.9,65,1965,0.0,31.9,0.262,0.749,0.135,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 14:00:00,Rabi Wheat,27.7,62,1762,0.0,32.0,0.262,0.749,0.121,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 15:00:00,Rabi Wheat,28.3,60,1438,0.0,31.6,0.262,0.749,0.099,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 16:00:00,Rabi Wheat,28.6,58,1017,0.0,30.5,0.262,0.749,0.07,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 17:00:00,Rabi Wheat,28.8,58,526,0.0,29.0,0.262,0.749,0.036,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 18:00:00,Rabi Wheat,28.6,58,0,0.0,27.1,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 19:00:00,Rabi Wheat,28.3,60,0,0.0,26.8,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 20:00:00,Rabi Wheat,27.7,62,0,0.0,26.2,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 21:00:00,Rabi Wheat,26.9,65,0,0.0,25.4,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 22:00:00,Rabi Wheat,25.9,68,0,0.0,24.4,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-26 23:00:00,Rabi Wheat,24.9,72,0,0.0,23.4,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 00:00:00,Rabi Wheat,24.4,68,0,0.0,22.9,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 01:00:00,Rabi Wheat,22.9,74,0,0.0,21.4,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 02:00:00,Rabi Wheat,21.5,78,0,0.0,20.0,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 03:00:00,Rabi Wheat,20.5,82,0,0.0,19.0,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 04:00:00,Rabi Wheat,19.8,84,0,0.0,18.3,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 05:00:00,Rabi Wheat,19.6,85,0,0.0,18.1,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 06:00:00,Rabi Wheat,19.8,84,0,0.0,18.3,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 07:00:00,Rabi Wheat,20.5,82,404,0.0,20.3,0.308,0.749,0.036,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 08:00:00,Rabi Wheat,21.5,78,781,0.0,22.6,0.308,0.749,0.07,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 09:00:00,Rabi Wheat,22.9,74,1104,0.0,25.0,0.308,0.749,0.099,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 10:00:00,Rabi Wheat,24.4,68,1352,0.0,27.4,0.308,0.749,0.121,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 11:00:00,Rabi Wheat,26.1,62,1508,0.0,29.7,0.308,0.749,0.135,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 12:00:00,Rabi Wheat,27.8,56,1562,0.0,31.5,0.308,0.749,0.14,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 13:00:00,Rabi Wheat,29.4,51,1508,0.0,32.9,0.308,0.749,0.135,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 14:00:00,Rabi Wheat,30.8,46,1352,1.0,33.8,0.308,0.749,0.121,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 15:00:00,Rabi Wheat,31.8,42,1104,1.0,34.0,0.308,0.749,0.099,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 16:00:00,Rabi Wheat,32.4,40,781,1.0,33.6,0.308,0.749,0.07,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 17:00:00,Rabi Wheat,32.7,39,404,1.0,32.5,0.308,0.749,0.036,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 18:00:00,Rabi Wheat,32.4,40,0,0.0,30.9,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 19:00:00,Rabi Wheat,31.8,42,0,0.0,30.3,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 20:00:00,Rabi Wheat,30.8,46,0,0.0,29.3,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 21:00:00,Rabi Wheat,29.4,51,0,0.0,27.9,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 22:00:00,Rabi Wheat,27.8,56,0,0.0,26.3,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-27 23:00:00,Rabi Wheat,26.1,62,0,0.0,24.6,0.308,0.749,0.0,3.2,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 00:00:00,Rabi Wheat,24.2,68,0,0.0,22.7,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 01:00:00,Rabi Wheat,22.6,74,0,0.0,21.1,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 02:00:00,Rabi Wheat,21.3,78,0,0.0,19.8,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 03:00:00,Rabi Wheat,20.3,82,0,0.0,18.8,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 04:00:00,Rabi Wheat,19.6,84,0,0.0,18.1,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 05:00:00,Rabi Wheat,19.4,85,0,0.0,17.9,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 06:00:00,Rabi Wheat,19.6,84,0,0.0,18.1,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 07:00:00,Rabi Wheat,20.3,82,472,0.0,20.4,0.285,0.749,0.036,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 08:00:00,Rabi Wheat,21.3,78,911,0.0,22.8,0.285,0.749,0.07,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 09:00:00,Rabi Wheat,22.6,74,1289,0.0,25.4,0.285,0.749,0.099,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 10:00:00,Rabi Wheat,24.2,68,1578,0.0,27.9,0.285,0.749,0.121,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 11:00:00,Rabi Wheat,25.8,63,1760,0.0,30.2,0.285,0.749,0.135,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 12:00:00,Rabi Wheat,27.5,57,1822,0.0,32.1,0.285,0.749,0.14,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 13:00:00,Rabi Wheat,29.0,51,1760,0.0,33.4,0.285,0.749,0.135,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 14:00:00,Rabi Wheat,30.4,47,1578,0.5,34.1,0.285,0.749,0.121,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 15:00:00,Rabi Wheat,31.4,43,1289,0.5,34.2,0.285,0.749,0.099,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 16:00:00,Rabi Wheat,32.0,41,911,0.5,33.5,0.285,0.749,0.07,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 17:00:00,Rabi Wheat,32.2,40,472,0.5,32.3,0.285,0.749,0.036,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 18:00:00,Rabi Wheat,32.0,41,0,0.0,30.5,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 19:00:00,Rabi Wheat,31.4,43,0,0.0,29.9,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 20:00:00,Rabi Wheat,30.4,47,0,0.0,28.9,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 21:00:00,Rabi Wheat,29.0,51,0,0.0,27.5,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 22:00:00,Rabi Wheat,27.5,57,0,0.0,26.0,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-28 23:00:00,Rabi Wheat,25.8,63,0,0.0,24.3,0.285,0.749,0.0,5.5,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 00:00:00,Rabi Wheat,25.5,65,0,0.0,24.0,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 01:00:00,Rabi Wheat,23.6,71,0,0.0,22.1,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 02:00:00,Rabi Wheat,22.0,77,0,0.0,20.5,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 03:00:00,Rabi Wheat,20.7,81,0,0.0,19.2,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 04:00:00,Rabi Wheat,19.9,84,0,0.0,18.4,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 05:00:00,Rabi Wheat,19.7,85,0,0.0,18.2,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 06:00:00,Rabi Wheat,19.9,84,0,0.0,18.4,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 07:00:00,Rabi Wheat,20.7,81,559,0.0,21.1,0.262,0.749,0.036,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 08:00:00,Rabi Wheat,22.0,77,1079,0.0,24.1,0.262,0.749,0.07,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 09:00:00,Rabi Wheat,23.6,71,1526,0.0,27.2,0.262,0.749,0.099,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 10:00:00,Rabi Wheat,25.5,65,1869,0.0,30.3,0.262,0.749,0.121,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 11:00:00,Rabi Wheat,27.6,57,2085,0.0,33.0,0.262,0.749,0.135,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 12:00:00,Rabi Wheat,29.6,50,2158,0.0,35.3,0.262,0.749,0.14,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 13:00:00,Rabi Wheat,31.5,44,2085,0.0,37.0,0.262,0.749,0.135,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 14:00:00,Rabi Wheat,33.1,38,1869,0.0,37.9,0.262,0.749,0.121,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 15:00:00,Rabi Wheat,34.4,34,1526,0.0,38.0,0.262,0.749,0.099,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 16:00:00,Rabi Wheat,35.2,31,1079,0.0,37.3,0.262,0.749,0.07,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 17:00:00,Rabi Wheat,35.4,30,559,0.0,35.8,0.262,0.749,0.036,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 18:00:00,Rabi Wheat,35.2,31,0,0.0,33.7,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 19:00:00,Rabi Wheat,34.4,34,0,0.0,32.9,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 20:00:00,Rabi Wheat,33.1,38,0,0.0,31.6,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 21:00:00,Rabi Wheat,31.5,44,0,0.0,30.0,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 22:00:00,Rabi Wheat,29.6,50,0,0.0,28.1,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-29 23:00:00,Rabi Wheat,27.6,57,0,0.0,26.1,0.262,0.749,0.0,7.8,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-30 00:00:00,Rabi Wheat,27.7,67,0,0.0,26.2,0.267,0.749,0.0,7.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-30 01:00:00,Rabi Wheat,26.0,73,0,0.0,24.5,0.267,0.749,0.0,7.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-30 02:00:00,Rabi Wheat,24.6,78,0,0.0,23.1,0.267,0.749,0.0,7.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-30 03:00:00,Rabi Wheat,23.4,82,0,0.0,21.9,0.267,0.749,0.0,7.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
2020-04-30 04:00:00,Rabi Wheat,22.7,84,0,0.0,21.2,0.267,0.749,0.0,7.3,0.0,0.0,Pakistan Rice Hub (Pindi Bowra)
