waypoint_id,timestamp,local_time_pkt,site_id,field_name,sector_row,sector_col,latitude,longitude,flight_alt_m_agl,uav_gsd_cm_px,uav_ndvi,uav_ndwi,thermal_canopy_temp_c,inundation_water_depth_cm,satellite_downscaled_ndvi,variance_delta
122,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,1,32.08907,73.590848,60.0,2.1,0.78,0.515,29.32,10.2,0.784,-0.004
123,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,2,32.08907,73.59097,60.0,2.1,0.778,0.51,29.33,10.2,0.784,-0.006
124,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,3,32.08907,73.591093,60.0,2.1,0.774,0.505,29.35,10.2,0.784,-0.01
125,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,4,32.08907,73.591216,60.0,2.1,0.769,0.5,29.37,10.2,0.784,-0.015
126,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,5,32.08907,73.591339,60.0,2.1,0.764,0.495,29.39,10.2,0.784,-0.02
127,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,6,32.08907,73.591461,60.0,2.1,0.76,0.49,29.41,10.2,0.784,-0.024
128,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,7,32.08907,73.591584,60.0,2.1,0.755,0.485,29.43,10.2,0.784,-0.029
129,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,8,32.08907,73.591707,60.0,2.1,0.752,0.48,29.44,10.2,0.784,-0.032
130,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,9,32.08907,73.59183,60.0,2.1,0.751,0.475,29.45,10.2,0.784,-0.033
131,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,10,32.08907,73.591952,60.0,2.1,0.751,0.47,29.45,10.2,0.784,-0.033
132,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,10,11,32.08907,73.592075,60.0,2.1,0.753,0.465,29.44,10.2,0.784,-0.031
133,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,0,32.089174,73.590725,60.0,2.1,0.786,0.53,29.3,10.8,0.784,0.002
134,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,1,32.089174,73.590848,60.0,2.1,0.785,0.525,29.3,10.8,0.784,0.001
135,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,2,32.089174,73.59097,60.0,2.1,0.783,0.52,29.31,10.8,0.784,-0.001
136,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,3,32.089174,73.591093,60.0,2.1,0.779,0.515,29.33,10.8,0.784,-0.005
137,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,4,32.089174,73.591216,60.0,2.1,0.774,0.51,29.35,10.8,0.784,-0.01
138,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,5,32.089174,73.591339,60.0,2.1,0.769,0.505,29.37,10.8,0.784,-0.015
139,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,6,32.089174,73.591461,60.0,2.1,0.765,0.5,29.39,10.8,0.784,-0.019
140,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,7,32.089174,73.591584,60.0,2.1,0.761,0.495,29.4,10.8,0.784,-0.023
141,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,8,32.089174,73.591707,60.0,2.1,0.758,0.49,29.42,10.8,0.784,-0.026
142,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,9,32.089174,73.59183,60.0,2.1,0.756,0.485,29.42,10.8,0.784,-0.028
143,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,10,32.089174,73.591952,60.0,2.1,0.756,0.48,29.42,10.8,0.784,-0.028
144,2026-08-14 05:30:00 UTC,2026-08-14 10:30:00 PKT,pk_hafizabad_pindi_bowra,Field_A_Basmati_Rice,11,11,32.089174,73.592075,60.0,2.1,0.758,0.475,29.42,10.8,0.784,-0.026
